,numero_viagem_da_linha_no_dia,ordem_veiculo_na_linha_no_dia,duracao_total_realizada,nome_linha,atendimento,empresa,numero_ordem_veiculo,numero_linha,hora_prevista,hora_realizada,duracao_prevista,duracao_realizada,sentido_viagem
15679,15816,05,142.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 07:40:00,2020-10-09 07:57:00,60,66.0,volta
15680,15817,01,145.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 07:10:00,2020-10-09 07:10:00,70,77.0,ida
15681,15818,01,145.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 08:20:00,2020-10-09 08:28:00,60,68.0,volta
15682,15819,02,129.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 07:40:00,2020-10-09 07:46:00,70,66.0,ida
15683,15820,02,129.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 08:50:00,2020-10-09 08:52:00,60,63.0,volta
15684,15821,03,150.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 08:10:00,2020-10-09 08:24:00,70,71.0,ida
15685,15822,03,150.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 09:20:00,2020-10-09 09:35:00,60,79.0,volta
15686,15823,04,131.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 08:40:00,2020-10-09 08:39:00,70,61.0,ida
15687,15824,04,131.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 09:50:00,2020-10-09 09:41:00,60,70.0,volta
15688,15825,05,140.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 09:10:00,2020-10-09 09:22:00,60,70.0,ida
15689,15826,05,140.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 10:10:00,2020-10-09 10:33:00,70,70.0,volta
15690,15827,01,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 09:40:00,2020-10-09 09:42:00,60,70.0,ida
15691,15828,01,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 10:40:00,2020-10-09 10:52:00,60,60.0,volta
15692,15829,02,137.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 10:10:00,2020-10-09 10:09:00,60,68.0,ida
15693,15830,02,137.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 11:10:00,2020-10-09 11:18:00,60,69.0,volta
15694,15831,03,123.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 10:40:00,2020-10-09 11:00:00,60,57.0,ida
15695,15832,03,123.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 11:40:00,2020-10-09 11:57:00,60,66.0,volta
15696,15833,04,131.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 11:10:00,2020-10-09 11:12:00,60,64.0,ida
15697,15834,04,131.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 12:10:00,2020-10-09 12:16:00,60,67.0,volta
15698,15835,05,122.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 11:40:00,2020-10-09 11:50:00,60,57.0,ida
15699,15836,05,122.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 12:40:00,2020-10-09 12:47:00,60,65.0,volta
15700,15837,01,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 12:10:00,2020-10-09 12:07:00,60,60.0,ida
15701,15838,01,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 13:10:00,2020-10-09 13:08:00,60,70.0,volta
15702,15839,02,119.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 12:40:00,2020-10-09 12:37:00,60,54.0,ida
15703,15840,02,119.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 13:40:00,2020-10-09 13:33:00,60,65.0,volta
15704,15841,03,140.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 13:10:00,2020-10-09 13:16:00,60,63.0,ida
15705,15842,03,140.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 14:10:00,2020-10-09 14:20:00,60,77.0,volta
15706,15843,04,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 13:40:00,2020-10-09 13:39:00,70,58.0,ida
15707,15844,04,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 14:50:00,2020-10-09 14:37:00,70,72.0,volta
15708,15845,05,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 14:10:00,2020-10-09 14:09:00,65,55.0,ida
15709,15846,05,130.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2623,712,2020-10-09 15:15:00,2020-10-09 15:04:00,70,75.0,volta
15710,15847,01,152.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 14:40:00,2020-10-09 14:47:00,60,57.0,ida
15711,15848,01,152.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2615,712,2020-10-09 15:40:00,2020-10-09 15:45:00,75,95.0,volta
15712,15849,02,156.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 15:10:00,2020-10-09 15:14:00,60,60.0,ida
15713,15850,02,156.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2606,712,2020-10-09 16:10:00,2020-10-09 16:14:00,75,96.0,volta
15714,15851,03,60.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 15:40:00,2020-10-09 15:46:00,60,60.0,ida
15715,15852,03,60.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / Ponta Verde (Via Farol),Empresa São Francisco,2625,712,2020-10-09 16:40:00,2020-10-09 16:47:00,85,,volta
15716,15853,04,161.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 16:05:00,2020-10-09 16:05:00,60,61.0,ida
15717,15854,04,161.0,Santos Dumont X Ponta Verde / Farol,Santos Dumont / P. Verde (Farol) CARTÃO BEM LEGAL,Empresa São Francisco,2633,712,2020-10-09 17:05:00,2020-10-09 17:07:00,80,100.0,volta
